GENE	CHROM	POS	TotalDepth	Normalized_Depth
PDGFRA	chr4	54273670	2316	1.317658348
PDGFRA	chr4	54273721	1955	1.112272051
PDGFRA	chr4	54274536	1425	0.810735382
PDGFRA	chr4	54274549	1546	0.879576773
PDGFRA	chr4	54274550	1559	0.886972955
PDGFRA	chr4	54274573	1604	0.912575125
PDGFRA	chr4	54274888	1642	0.934194735
PDGFRA	chr4	54274888	1642	0.934194735
PDGFRA	chr4	54274912	1782	1.013845931
PDGFRA	chr4	54274928	1903	1.082687321
PDGFRA	chr4	54274952	1908	1.085532007
PDGFRA	chr4	54274956	1812	1.030914044
PDGFRA	chr4	54274970	1635	0.930212176
PDGFRA	chr4	54277390	2303	1.310262165
PDGFRA	chr4	54277410	2359	1.342122644
PDGFRA	chr4	54277474	2092	1.190216435
PDGFRA	chr4	54277475	2087	1.18737175
PDGFRA	chr4	54277896	1412	0.8033392
PDGFRA	chr4	54277944	1929	1.097479686
PDGFRA	chr4	54278428	2006	1.141287844
PDGFRA	chr4	54280483	1819	1.034896604
PDGFRA	chr4	54281636	1656	0.942159855
PDGFRA	chr4	54285396	1629	0.926798553
PDGFRA	chr4	54285468	2075	1.180544504
PDGFRA	chr4	54285844	1908	1.085532007
PDGFRA	chr4	54285854	2011	1.144132529
PDGFRA	chr4	54285873	2158	1.227766284
PDGFRA	chr4	54287430	1544	0.878438899
PDGFRA	chr4	54287464	1761	1.001898252
PDGFRA	chr4	54287480	1750	0.995639943
PDGFRA	chr4	54287536	1611	0.916557685
PDGFRA	chr4	54289024	1950	1.109427365
PDGFRA	chr4	54289036	1921	1.092928189
PDGFRA	chr4	54289051	1845	1.049688969
PDGFRA	chr4	54290369	1892	1.076429013
PDGFRA	chr4	54290529	2044	1.162907454
PDGFRA	chr4	54295128	1315	0.7481523
PDGFRA	chr4	54295158	1585	0.90176532
PDGFRA	chr4	54295171	1654	0.941021981
PDGFRA	chr4	54295190	1840	1.046844283
PDGFRA	chr4	54295224	1901	1.081549447
KIT	chr4	54695532	2033	1.156649146
KIT	chr4	54695541	2150	1.223214788
KIT	chr4	54695618	1931	1.09861756
KIT	chr4	54695644	2008	1.142425718
KIT	chr4	54695697	2079	1.182820253
KIT	chr4	54698398	2401	1.366018002
KIT	chr4	54699739	2165	1.231748844
KIT	chr4	54703858	2294	1.305141731
KIT	chr4	54707205	2240	1.274419127
KIT	chr4	54709527	2182	1.241420775
KIT	chr4	54723595	1412	0.8033392
KIT	chr4	54723652	2020	1.149252963
KIT	chr4	54725894	1324	0.753272734
KIT	chr4	54725912	1490	0.847716295
KIT	chr4	54725913	1509	0.8585261
KIT	chr4	54725996	1765	1.004174
KIT	chr4	54726012	1714	0.975158207
KIT	chr4	54727277	1966	1.118530359
KIT	chr4	54727498	2247	1.278401687
KIT	chr4	54728113	2585	1.470702431
KIT	chr4	54729342	1593	0.906316817
KIT	chr4	54729460	1274	0.724825879
KIT	chr4	54731357	1589	0.904041069
KIT	chr4	54733090	1525	0.867629093
KIT	chr4	54733141	2418	1.375689933
KIT	chr4	54733148	2453	1.395602732
KIT	chr4	54733179	2382	1.355208197
KIT	chr4	54736543	1987	1.130478039
KIT	chr4	54736553	2038	1.159493831
KIT	chr4	54736554	2049	1.165752139
KIT	chr4	54736579	2093	1.190785372
KIT	chr4	54736729	1776	1.010432308
KIT	chr4	54736799	2369	1.347812015
KIT	chr4	54736806	2311	1.314813662
KIT	chr4	54737229	2215	1.2601957
KIT	chr4	54738542	1717	0.976865019
KDR	chr4	55080094	2113	1.202164114
KDR	chr4	55080132	1905	1.083825195
KDR	chr4	55080140	1890	1.075291139
KDR	chr4	55082018	1084	0.616727828
KDR	chr4	55082031	1034	0.588280972
KDR	chr4	55082596	1265	0.719705445
KDR	chr4	55082622	1145	0.651432992
KDR	chr4	55087732	2381	1.35463926
KDR	chr4	55088926	2212	1.258488888
KDR	chr4	55089470	1700	0.967193088
KDR	chr4	55089792	2328	1.324485593
KDR	chr4	55089793	2327	1.323916656
KDR	chr4	55089976	1814	1.032051918
KDR	chr4	55089985	1947	1.107720554
KDR	chr4	55090069	1969	1.120237171
KDR	chr4	55092632	1515	0.861939722
KDR	chr4	55092643	1557	0.885835081
KDR	chr4	55092662	1565	0.890386578
KDR	chr4	55092672	1539	0.875594213
KDR	chr4	55092702	1269	0.721981193
KDR	chr4	55094806	1888	1.074153265
KDR	chr4	55094808	1935	1.100893309
KDR	chr4	55094821	2112	1.201595177
KDR	chr4	55094879	2400	1.365449065
KDR	chr4	55094907	2175	1.237438215
KDR	chr4	55094937	1912	1.087807755
KDR	chr4	55095645	2220	1.263040385
KDR	chr4	55095655	2066	1.17542407
KDR	chr4	55096241	1569	0.892662326
KDR	chr4	55096315	1881	1.070170705
KDR	chr4	55097662	1312	0.746445489
KDR	chr4	55097697	2010	1.143563592
KDR	chr4	55097716	2220	1.263040385
KDR	chr4	55097751	2221	1.263609322
KDR	chr4	55098233	1914	1.088945629
KDR	chr4	55098761	1994	1.134460598
KDR	chr4	55098790	1854	1.054809403
KDR	chr4	55098804	1772	1.00815656
KDR	chr4	55102430	2370	1.348380952
KDR	chr4	55102444	2298	1.30741748
KDR	chr4	55102452	2288	1.301728109
KDR	chr4	55102472	2134	1.214111794
KDR	chr4	55104656	1713	0.97458927
KDR	chr4	55104697	2676	1.522475708
KDR	chr4	55104700	2667	1.517355274
KDR	chr4	55104705	2703	1.53783701
KDR	chr4	55104720	2733	1.554905123
KDR	chr4	55104727	2774	1.578231544
KDR	chr4	55104856	2153	1.224921599
KDR	chr4	55105934	1655	0.941590918
KDR	chr4	55106734	1295	0.736773558
KDR	chr4	55106749	1477	0.840320112
KDR	chr4	55106803	1449	0.824389873
KDR	chr4	55106807	1437	0.817562628
KDR	chr4	55107745	1305	0.742462929
KDR	chr4	55107760	1464	0.83292393
KDR	chr4	55107785	1763	1.003036126
KDR	chr4	55107790	1810	1.02977617
KDR	chr4	55107807	1925	1.095203938
KDR	chr4	55107819	2134	1.214111794
KDR	chr4	55110405	1350	0.768065099
KDR	chr4	55110522	2384	1.356346071
KDR	chr4	55110717	2225	1.265885071
KDR	chr4	55110747	2186	1.243696524
KDR	chr4	55113326	1898	1.079842636
KDR	chr4	55113355	2373	1.350087763
KDR	chr4	55113376	2514	1.430307896
KDR	chr4	55113379	2465	1.402429977
KDR	chr4	55114162	1994	1.134460598
KDR	chr4	55114186	2120	1.206146674
KDR	chr4	55114207	1921	1.092928189
KDR	chr4	55114259	1441	0.819838376
KDR	chr4	55114908	1939	1.103169057
KDR	chr4	55114914	2083	1.185096001
KDR	chr4	55114920	2277	1.295469801
KDR	chr4	55114928	2265	1.288642555
KDR	chr4	55114966	2421	1.377396744
KDR	chr4	55114981	2493	1.418360216
KDR	chr4	55114992	2522	1.434859393
KDR	chr4	55114995	2533	1.441117701
KDR	chr4	55115037	2072	1.178837693
KDR	chr4	55115341	1124	0.639485312
KDR	chr4	55115354	1144	0.650864054
KDR	chr4	55115361	1175	0.668501105
KDR	chr4	55115367	1431	0.814149005
KDR	chr4	55115369	1440	0.819269439
KDR	chr4	55118625	1614	0.918264496
KDR	chr4	55118651	1772	1.00815656
KDR	chr4	55118666	1833	1.042861724
FBXW7	chr4	152322884	959	0.545610689
FBXW7	chr4	152322916	1261	0.717429696
FBXW7	chr4	152322984	1802	1.025224673
FBXW7	chr4	152322994	1787	1.016690616
FBXW7	chr4	152324328	1641	0.933625798
FBXW7	chr4	152324341	1643	0.934763673
FBXW7	chr4	152326077	1757	0.999622503
FBXW7	chr4	152326107	1598	0.909161503
FBXW7	chr4	152326118	1649	0.938177295
FBXW7	chr4	152326137	1668	0.9489871
FBXW7	chr4	152328362	1723	0.980278641
FBXW7	chr4	152329690	1344	0.764651476
FBXW7	chr4	152330755	1582	0.900058509
FBXW7	chr4	152332671	1202	0.683862407
FBXW7	chr4	152332694	1119	0.636640627
FBXW7	chr4	152332707	1042	0.592832469
FBXW7	chr4	152337843	1438	0.818131565
FBXW7	chr4	152346937	1439	0.818700502
FBXW7	chr4	152352469	1431	0.814149005
FBXW7	chr4	152352474	1570	0.893231263
FBXW7	chr4	152352504	1759	1.000760377
FBXW7	chr4	152352549	1795	1.021242113
FBXW7	chr4	152352696	1530	0.870473779
FBXW7	chr4	152352728	1308	0.744169741
FBXW7	chr4	152382189	982	0.558696242
FBXW7	chr4	152382218	1452	0.826096684
FBXW7	chr4	152411398	1567	0.891524452
FBXW7	chr4	152411452	1469	0.835768615
FBXW7	chr4	152411660	1721	0.979140767
FBXW7	chr4	152411687	1866	1.061636648
FBXW7	chr4	152411690	1902	1.082118384
FBXW7	chr4	152411703	1898	1.079842636
FBXW7	chr4	152411749	1741	0.990519509
FBXW7	chr4	152411767	1687	0.959796905
FBXW7	chr4	152411772	1621	0.922247056
FBXW7	chr4	152411788	1415	0.805046011
FBXW7	chr4	152411799	1292	0.735066747
TERT	chr5	1253729	1919	1.091790315
TERT	chr5	1253775	2381	1.35463926
TERT	chr5	1253780	2408	1.370000562
TERT	chr5	1253798	2344	1.333588587
TERT	chr5	1254368	1657	0.942728792
TERT	chr5	1254380	1870	1.063912397
TERT	chr5	1254413	2505	1.425187462
TERT	chr5	1254472	2335	1.328468153
TERT	chr5	1254498	2246	1.27783275
TERT	chr5	1255294	2641	1.502562909
TERT	chr5	1255363	2242	1.275557002
TERT	chr5	1255384	2742	1.560025557
TERT	chr5	1255405	2764	1.572542173
TERT	chr5	1260533	2053	1.168027888
TERT	chr5	1264459	2164	1.231179907
TERT	chr5	1264499	2574	1.464444122
TERT	chr5	1264500	2561	1.45704794
TERT	chr5	1264505	2538	1.443962386
TERT	chr5	1266480	2048	1.165183202
TERT	chr5	1266494	2077	1.181682378
TERT	chr5	1266499	2087	1.18737175
TERT	chr5	1268518	1685	0.958659031
TERT	chr5	1268529	2038	1.159493831
TERT	chr5	1268570	2701	1.536699135
TERT	chr5	1271116	1955	1.112272051
TERT	chr5	1271193	2060	1.172010448
TERT	chr5	1272187	1654	0.941021981
TERT	chr5	1272191	1713	0.97458927
TERT	chr5	1278657	2086	1.186802812
TERT	chr5	1278708	2681	1.525320393
TERT	chr5	1278726	2856	1.624884388
TERT	chr5	1278771	2638	1.500856097
TERT	chr5	1279342	1156	0.6576913
TERT	chr5	1279345	1146	0.652001929
TERT	chr5	1279369	1028	0.58486735
TERT	chr5	1279369	1028	0.58486735
TERT	chr5	1279389	835	0.475062487
TERT	chr5	1279392	842	0.479045047
TERT	chr5	1279401	722	0.410772594
TERT	chr5	1280185	1777	1.011001245
TERT	chr5	1280194	1955	1.112272051
TERT	chr5	1280213	2220	1.263040385
TERT	chr5	1280217	2247	1.278401687
TERT	chr5	1280300	2115	1.203301989
TERT	chr5	1280337	1815	1.032620856
TERT	chr5	1282452	2229	1.268160819
TERT	chr5	1293313	1401	0.797080892
TERT	chr5	1293316	1469	0.835768615
TERT	chr5	1293335	1656	0.942159855
TERT	chr5	1293343	1769	1.006449748
TERT	chr5	1293347	1812	1.030914044
TERT	chr5	1293378	2004	1.140149969
TERT	chr5	1293444	1390	0.790822584
TERT	chr5	1293461	1122	0.638347438
TERT	chr5	1293476	972	0.553006871
TERT	chr5	1293480	913	0.519439582
TERT	chr5	1293482	891	0.506922965
TERT	chr5	1293483	895	0.509198714
TERT	chr5	1293513	536	0.304950291
TERT	chr5	1293533	356	0.202541611
TERT	chr5	1293538	340	0.193438618
TERT	chr5	1293585	420	0.238953586
TERT	chr5	1293592	463	0.263417882
TERT	chr5	1293604	522	0.296985172
TERT	chr5	1293639	785	0.446615632
TERT	chr5	1293686	1196	0.680448784
TERT	chr5	1293710	1356	0.771478722
TERT	chr5	1293735	1416	0.805614948
TERT	chr5	1293741	1405	0.79935664
TERT	chr5	1293794	1612	0.917126622
TERT	chr5	1293806	1680	0.955814346
TERT	chr5	1293880	2152	1.224352662
TERT	chr5	1293932	1935	1.100893309
TERT	chr5	1293968	1749	0.995071006
TERT	chr5	1293986	1427	0.811873257
TERT	chr5	1293987	1443	0.82097625
TERT	chr5	1294010	1323	0.752703797
TERT	chr5	1294048	1334	0.758962105
TERT	chr5	1294080	1051	0.597952903
TERT	chr5	1294098	885	0.503509343
TERT	chr5	1294163	241	0.137113844
TERT	chr5	1294181	209	0.118907856
TERT	chr5	1294223	275	0.156457705
TERT	chr5	1294229	289	0.164422825
TERT	chr5	1294245	312	0.177508378
TERT	chr5	1294337	309	0.175801567
TERT	chr5	1294373	294	0.16726751
TERT	chr5	1294414	265	0.150768334
TERT	chr5	1294448	208	0.118338919
TERT	chr5	1294459	201	0.114356359
TERT	chr5	1294479	191	0.108666988
TERT	chr5	1294549	201	0.114356359
TERT	chr5	1294549	201	0.114356359
TERT	chr5	1294563	194	0.110373799
TERT	chr5	1294636	181	0.102977617
TERT	chr5	1294637	180	0.10240868
TERT	chr5	1294804	56	0.031860478
TERT	chr5	1294808	56	0.031860478
TERT	chr5	1294836	77	0.043808158
TERT	chr5	1294953	103	0.058600522
TERT	chr5	1294957	98	0.055755837
PIK3R1	chr5	68226724	1596	0.908023628
PIK3R1	chr5	68226894	1754	0.997915692
PIK3R1	chr5	68226912	1770	1.007018686
PIK3R1	chr5	68226932	1871	1.064481334
PIK3R1	chr5	68226943	1848	1.05139578
PIK3R1	chr5	68273395	949	0.539921318
PIK3R1	chr5	68273457	1217	0.692396463
PIK3R1	chr5	68273982	1546	0.879576773
PIK3R1	chr5	68273984	1537	0.874456339
PIK3R1	chr5	68273987	1536	0.873887402
PIK3R1	chr5	68274008	1467	0.834630741
PIK3R1	chr5	68279652	1398	0.79537408
PIK3R1	chr5	68279694	1487	0.846009483
PIK3R1	chr5	68280569	1115	0.634364878
PIK3R1	chr5	68280972	1396	0.794236206
PIK3R1	chr5	68281001	1334	0.758962105
PIK3R1	chr5	68292264	798	0.454011814
PIK3R1	chr5	68292303	1326	0.754410609
PIK3R1	chr5	68292320	1399	0.795943018
PIK3R1	chr5	68292359	1464	0.83292393
PIK3R1	chr5	68293444	1626	0.925091742
PIK3R1	chr5	68293770	1370	0.779443841
PIK3R1	chr5	68293822	1284	0.73051525
PIK3R1	chr5	68294605	1395	0.793667269
PIK3R1	chr5	68294654	1244	0.707757765
PIK3R1	chr5	68295232	1524	0.867060156
PIK3R1	chr5	68295422	1298	0.738480369
PIK3R1	chr5	68297515	1587	0.902903194
APC	chr5	112754888	1039	0.591125658
APC	chr5	112754994	1907	1.08496307
APC	chr5	112767207	1135	0.64574362
APC	chr5	112767323	1551	0.882421458
APC	chr5	112767348	1651	0.939315169
APC	chr5	112767362	1625	0.924522805
APC	chr5	112767374	1500	0.853405666
APC	chr5	112775626	650	0.369809122
APC	chr5	112780839	1550	0.881852521
APC	chr5	112780890	1619	0.921109182
APC	chr5	112792446	1150	0.654277677
APC	chr5	112792472	1338	0.761237854
APC	chr5	112801307	1684	0.958090094
APC	chr5	112801310	1723	0.980278641
APC	chr5	112801323	1832	1.042292786
APC	chr5	112801324	1836	1.044568535
APC	chr5	112801326	1838	1.045706409
APC	chr5	112801364	1633	0.929074301
APC	chr5	112815506	1703	0.968899899
APC	chr5	112819045	1911	1.087238818
APC	chr5	112819107	2147	1.221507976
APC	chr5	112819276	1880	1.069601768
APC	chr5	112819314	1901	1.081549447
APC	chr5	112827157	1697	0.965486276
APC	chr5	112827178	1702	0.968330962
APC	chr5	112827934	1499	0.852836729
APC	chr5	112828864	1242	0.706619891
APC	chr5	112828941	1630	0.92736749
APC	chr5	112835059	1338	0.761237854
APC	chr5	112835074	1418	0.806752823
APC	chr5	112837765	1856	1.055947277
APC	chr5	112837837	1933	1.099755435
APC	chr5	112837886	1946	1.107151617
APC	chr5	112837942	1913	1.088376692
APC	chr5	112837946	1901	1.081549447
APC	chr5	112838164	1332	0.757824231
APC	chr5	112838182	1352	0.769202973
APC	chr5	112838191	1402	0.797649829
APC	chr5	112838257	1703	0.968899899
APC	chr5	112838357	1607	0.914281937
APC	chr5	112838379	1602	0.911437251
APC	chr5	112838522	1537	0.874456339
APC	chr5	112838524	1565	0.890386578
APC	chr5	112838596	1545	0.879007836
APC	chr5	112838665	1583	0.900627446
APC	chr5	112838722	1401	0.797080892
APC	chr5	112838736	1418	0.806752823
APC	chr5	112838815	1625	0.924522805
APC	chr5	112839111	1737	0.988243761
APC	chr5	112839174	1850	1.052533654
APC	chr5	112839276	1560	0.887541892
APC	chr5	112839282	1533	0.87218059
APC	chr5	112839307	1449	0.824389873
APC	chr5	112839323	1483	0.843733735
APC	chr5	112839339	1486	0.845440546
APC	chr5	112839397	1329	0.75611742
APC	chr5	112839542	1841	1.04741322
APC	chr5	112839589	1821	1.036034478
APC	chr5	112839603	1744	0.992226321
APC	chr5	112839610	1746	0.993364195
APC	chr5	112839863	1940	1.103737994
APC	chr5	112839931	1817	1.03375873
APC	chr5	112839953	1729	0.983692264
APC	chr5	112840049	1735	0.987105887
APC	chr5	112840073	1744	0.992226321
APC	chr5	112840110	1650	0.938746232
APC	chr5	112840114	1631	0.927936427
APC	chr5	112840120	1624	0.923953867
APC	chr5	112840220	1460	0.830648181
APC	chr5	112840384	1635	0.930212176
APC	chr5	112840617	1767	1.005311874
APC	chr5	112840628	1699	0.966624151
APC	chr5	112840639	1741	0.990519509
APC	chr5	112840739	1597	0.908592565
APC	chr5	112840828	1707	0.971175648
APC	chr5	112840847	1606	0.913712999
APC	chr5	112840862	1573	0.894938075
APC	chr5	112840870	1588	0.903472131
APC	chr5	112841059	1725	0.981416516
APC	chr5	112841071	1722	0.979709704
APC	chr5	112841208	1541	0.876732087
APC	chr5	112841352	1610	0.915988748
APC	chr5	112841407	1553	0.883559333
APC	chr5	112841474	1168	0.664518545
APC	chr5	112841494	1216	0.691827526
APC	chr5	112841571	1503	0.855112477
APC	chr5	112841590	1497	0.851698854
APC	chr5	112841604	1553	0.883559333
APC	chr5	112841639	1523	0.866491219
APC	chr5	112841695	1475	0.839182238
APC	chr5	112841731	1586	0.902334257
APC	chr5	112841745	1574	0.895507012
APC	chr5	112841770	1519	0.864215471
APC	chr5	112841895	1826	1.038879164
APC	chr5	112841985	1785	1.015552742
APC	chr5	112842039	1501	0.853974603
APC	chr5	112842246	1609	0.915419811
APC	chr5	112842249	1635	0.930212176
APC	chr5	112842284	1713	0.97458927
APC	chr5	112842323	1768	1.005880811
APC	chr5	112842335	1812	1.030914044
APC	chr5	112842346	1790	1.018397428
APC	chr5	112842365	1704	0.969468836
APC	chr5	112842499	1652	0.939884107
APC	chr5	112842518	1657	0.942728792
APC	chr5	112842519	1650	0.938746232
APC	chr5	112842777	1783	1.014414868
APC	chr5	112842778	1798	1.022948925
APC	chr5	112842784	1860	1.058223026
APC	chr5	112843060	1626	0.925091742
APC	chr5	112843068	1541	0.876732087
APC	chr5	112843139	1661	0.945004541
APC	chr5	112843182	1738	0.988812698
APC	chr5	112843360	1349	0.767496162
APC	chr5	112843415	1282	0.729377376
APC	chr5	112843438	1310	0.745307615
APC	chr5	112843476	1433	0.815286879
APC	chr5	112843631	1758	1.00019144
APC	chr5	112843804	1508	0.857957163
APC	chr5	112843816	1577	0.897213823
APC	chr5	112843858	1578	0.89778276
APC	chr5	112844086	1347	0.766358288
APC	chr5	112844092	1337	0.760668917
CSF1R	chr5	150054126	1469	0.835768615
CSF1R	chr5	150054168	1274	0.724825879
CSF1R	chr5	150054199	1173	0.667363231
CSF1R	chr5	150054408	2097	1.193061121
CSF1R	chr5	150054427	2107	1.198750492
CSF1R	chr5	150055317	1483	0.843733735
CSF1R	chr5	150056025	1449	0.824389873
CSF1R	chr5	150056044	1630	0.92736749
CSF1R	chr5	150056093	2221	1.263609322
CSF1R	chr5	150056341	2047	1.164614265
CSF1R	chr5	150057298	1454	0.827234559
CSF1R	chr5	150059764	1961	1.115685674
CSF1R	chr5	150059786	1896	1.078704761
CSF1R	chr5	150059805	1880	1.069601768
CSF1R	chr5	150060870	1724	0.980847578
CSF1R	chr5	150060922	1925	1.095203938
CSF1R	chr5	150060948	1907	1.08496307
CSF1R	chr5	150061545	835	0.475062487
CSF1R	chr5	150061589	1069	0.608193771
CSF1R	chr5	150068235	1998	1.136736347
CSF1R	chr5	150068242	2015	1.146408278
CSF1R	chr5	150068244	2028	1.15380446
CSF1R	chr5	150068298	2122	1.207284548
CSF1R	chr5	150069885	520	0.295847297
CSF1R	chr5	150070025	1640	0.933056861
CSF1R	chr5	150070035	1594	0.906885754
CSF1R	chr5	150070186	1688	0.960365842
CSF1R	chr5	150070224	2152	1.224352662
CSF1R	chr5	150070278	2035	1.15778702
CSF1R	chr5	150070295	1905	1.083825195
CSF1R	chr5	150070479	1382	0.786271087
CSF1R	chr5	150073344	2243	1.276125939
CSF1R	chr5	150073357	2308	1.313106851
CSF1R	chr5	150077330	2281	1.297745549
CSF1R	chr5	150077420	1773	1.008725497
CSF1R	chr5	150078115	1298	0.738480369
CSF1R	chr5	150078201	1763	1.003036126
CSF1R	chr5	150080070	965	0.549024312
CSF1R	chr5	150080083	977	0.555851557
CSF1R	chr5	150080147	1872	1.065050271
CSF1R	chr5	150080156	1883	1.071308579
CSF1R	chr5	150080158	1887	1.073584327
CSF1R	chr5	150080161	1871	1.064481334
CSF1R	chr5	150080276	1398	0.79537408
CSF1R	chr5	150080280	1346	0.765789351
CSF1R	chr5	150080330	1318	0.749859112
CSF1R	chr5	150080775	1513	0.860801848
CSF1R	chr5	150080798	1767	1.005311874
CSF1R	chr5	150080812	1779	1.01213912
CSF1R	chr5	150080838	1619	0.921109182
CSF1R	chr5	150080934	2059	1.17144151
CSF1R	chr5	150080990	1828	1.040017038
CSF1R	chr5	150081019	1242	0.706619891
CSF1R	chr5	150086400	1758	1.00019144
CSF1R	chr5	150115792	1521	0.865353345
CSF1R	chr5	150115799	1500	0.853405666
CSF1R	chr5	150115899	2189	1.245403335
CSF1R	chr5	150117620	892	0.507491903
CSF1R	chr5	150117649	1378	0.783995338
CSF1R	chr5	150117656	1533	0.87218059
CSF1R	chr5	150117658	1559	0.886972955
CSF1R	chr5	150117684	1900	1.08098051
CSF1R	chr5	150117687	1897	1.079273699
CSF1R	chr5	150117702	1887	1.073584327
CSF1R	chr5	150117741	2087	1.18737175
CSF1R	chr5	150117760	2315	1.317089411
CSF1R	chr5	150117770	2404	1.367724814
CSF1R	chr5	150117795	2196	1.249385895
CSF1R	chr5	150117817	1815	1.032620856
PDGFRB	chr5	150118760	1124	0.639485312
PDGFRB	chr5	150118774	1334	0.758962105
PDGFRB	chr5	150118783	1414	0.804477074
PDGFRB	chr5	150120089	2046	1.164045328
PDGFRB	chr5	150120936	2287	1.301159172
PDGFRB	chr5	150120953	2350	1.33700221
PDGFRB	chr5	150121001	2377	1.352363512
PDGFRB	chr5	150121008	2256	1.283522121
PDGFRB	chr5	150121241	855	0.486441229
PDGFRB	chr5	150121302	1710	0.972882459
PDGFRB	chr5	150121926	1255	0.714016074
PDGFRB	chr5	150121948	1395	0.793667269
PDGFRB	chr5	150122009	2010	1.143563592
PDGFRB	chr5	150122017	2026	1.152666586
PDGFRB	chr5	150122026	2008	1.142425718
PDGFRB	chr5	150122031	1972	1.121943982
PDGFRB	chr5	150122040	1909	1.086100944
PDGFRB	chr5	150123099	1574	0.895507012
PDGFRB	chr5	150123116	1626	0.925091742
PDGFRB	chr5	150123167	1916	1.090083504
PDGFRB	chr5	150124261	1527	0.868766968
PDGFRB	chr5	150124262	1535	0.873318465
PDGFRB	chr5	150124296	1889	1.074722202
PDGFRB	chr5	150124334	1872	1.065050271
PDGFRB	chr5	150124734	914	0.520008519
PDGFRB	chr5	150124768	932	0.530249387
PDGFRB	chr5	150124771	925	0.526266827
PDGFRB	chr5	150125568	1672	0.951262849
PDGFRB	chr5	150129783	1549	0.881283584
PDGFRB	chr5	150129813	1616	0.919402371
PDGFRB	chr5	150129815	1616	0.919402371
PDGFRB	chr5	150129816	1616	0.919402371
PDGFRB	chr5	150129819	1620	0.921678119
PDGFRB	chr5	150129830	1600	0.910299377
PDGFRB	chr5	150129844	1480	0.842026924
PDGFRB	chr5	150129846	1460	0.830648181
PDGFRB	chr5	150129866	1223	0.695810086
PDGFRB	chr5	150129949	1116	0.634933815
PDGFRB	chr5	150130555	570	0.324294153
PDGFRB	chr5	150130573	622	0.353878883
PDGFRB	chr5	150130578	632	0.359568254
PDGFRB	chr5	150130593	885	0.503509343
PDGFRB	chr5	150132770	1113	0.633227004
PDGFRB	chr5	150132771	1120	0.637209564
PDGFRB	chr5	150132789	1242	0.706619891
PDGFRB	chr5	150132806	1390	0.790822584
PDGFRB	chr5	150132835	1444	0.821545188
PDGFRB	chr5	150132882	1268	0.721412256
PDGFRB	chr5	150132929	1046	0.595108218
PDGFRB	chr5	150133678	1951	1.109996303
PDGFRB	chr5	150134002	1588	0.903472131
PDGFRB	chr5	150134785	1455	0.827803496
PDGFRB	chr5	150134786	1459	0.830079244
PDGFRB	chr5	150134883	1662	0.945573478
PDGFRB	chr5	150134920	2037	1.158924894
PDGFRB	chr5	150134929	2061	1.172579385
PDGFRB	chr5	150134935	2100	1.194767932
PDGFRB	chr5	150134990	1776	1.010432308
PDGFRB	chr5	150135558	1541	0.876732087
PDGFRB	chr5	150135602	2199	1.251092706
PDGFRB	chr5	150135708	2472	1.406412537
PDGFRB	chr5	150135719	2453	1.395602732
PDGFRB	chr5	150135730	2370	1.348380952
PDGFRB	chr5	150135802	2690	1.530440827
PDGFRB	chr5	150135827	2683	1.526458267
PDGFRB	chr5	150137026	1598	0.909161503
NPM1	chr5	171390108	898	0.510905525
NPM1	chr5	171391714	819	0.465959493
NPM1	chr5	171391774	1177	0.669638979
NPM1	chr5	171391798	1078	0.613314205
NPM1	chr5	171400196	1446	0.822683062
NPM1	chr5	171400856	821	0.467097368
NPM1	chr5	171410540	1407	0.800494514
ROS1	chr6	117288489	1372	0.780581716
ROS1	chr6	117288670	2136	1.215249668
ROS1	chr6	117288735	2116	1.203870926
ROS1	chr6	117288743	2039	1.160062768
ROS1	chr6	117300976	861	0.489854852
ROS1	chr6	117301021	1560	0.887541892
ROS1	chr6	117301025	1656	0.942159855
ROS1	chr6	117301047	1980	1.126495479
ROS1	chr6	117301070	2079	1.182820253
ROS1	chr6	117301133	1841	1.04741322
ROS1	chr6	117310081	1710	0.972882459
ROS1	chr6	117310102	2034	1.157218083
ROS1	chr6	117310128	2219	1.262471448
ROS1	chr6	117310249	828	0.471079927
ROS1	chr6	117310271	627	0.356723568
ROS1	chr6	117311058	1898	1.079842636
ROS1	chr6	117311058	1898	1.079842636
ROS1	chr6	117317148	1310	0.745307615
ROS1	chr6	117317157	1385	0.787977898
ROS1	chr6	117317221	1756	0.999053566
ROS1	chr6	117318215	1532	0.871611653
ROS1	chr6	117319890	1966	1.118530359
ROS1	chr6	117319902	1963	1.116823548
ROS1	chr6	117321281	2181	1.240851838
ROS1	chr6	117321294	2047	1.164614265
ROS1	chr6	117321323	1904	1.083256258
ROS1	chr6	117321344	1887	1.073584327
ROS1	chr6	117324357	1849	1.051964717
ROS1	chr6	117326286	1642	0.934194735
ROS1	chr6	117326337	2055	1.169165762
ROS1	chr6	117329370	2087	1.18737175
ROS1	chr6	117329444	1883	1.071308579
ROS1	chr6	117337290	2411	1.371707373
ROS1	chr6	117341151	1888	1.074153265
ROS1	chr6	117341451	2246	1.27783275
ROS1	chr6	117341462	2203	1.253368454
ROS1	chr6	117341516	1934	1.100324372
ROS1	chr6	117352997	1912	1.087807755
ROS1	chr6	117353140	1960	1.115116737
ROS1	chr6	117356779	2068	1.176561944
ROS1	chr6	117357881	2015	1.146408278
ROS1	chr6	117357969	1604	0.912575125
ROS1	chr6	117358002	1306	0.743031866
ROS1	chr6	117359872	1830	1.041154912
ROS1	chr6	117359949	1768	1.005880811
